#,项目,跟踪,父任务,状态,优先级,主题,作者,指派给,更新于,类别,目标版本,开始日期,计划完成日期,预期时间,耗时,% 完成,创建于,结束日期,相关的问题,Bug类型,Bug严重程度,Bug引入阶段,Bug发现阶段,私有,描述
3522,SiTV产品化项目,Feature,"",已关闭,中,编排管理-栏目管理：修改栏目信息时，驻地为必选的，期望结果：将驻地变为非必选的条件,王 凯娜,张 晓波,2015-03-26 08:52,ccms-编排管理,新cCMS-现网版本2.0,2015-03-25,"","",0.00,100,2015-03-25 14:41,2015-03-25 15:41,"","","","","",false,""
3517,SiTV产品化项目,Feature,"",已关闭,中,在编排界面中，添加编排时，在待选的片单中，请显示该片单的创建时间,王 凯娜,张 晓波,2015-03-26 08:52,ccms-编排管理,新cCMS-现网版本2.0,2015-03-25,"","",0.00,100,2015-03-25 09:50,2015-03-25 10:33,"","","","","",false,""
3516,SiTV产品化项目,Feature,"",已关闭,中,在编排界面中，添加编排时，在待选的片单中，请显示该片单中的文件 状态，是“高标”“高”“标”的状态,王 凯娜,张 晓波,2015-03-26 08:52,ccms-编排管理,新cCMS-现网版本2.0,2015-03-25,"","",0.00,100,2015-03-25 09:50,2015-03-25 13:52,"","","","","",false,""
3502,SiTV产品化系统（SiTV bug管理）,Feature,"",已关闭,中,IMSP编排导出，不导出已经失效的条目。,刘 密,李 百峰,2015-06-15 13:55,"","",2015-03-24,"","",0.00,100,2015-03-24 15:32,2015-03-26 17:33,"","","","","",false,IMSP编排导出，不导出已经失效的条目。
3501,SiTV产品化系统（SiTV bug管理）,Feature,"",已关闭,中,dcms专辑变为可用状态的话自动发布；dcms专栏从ccms接收内容更新后自动发布。,刘 密,李 百峰,2015-06-15 13:55,"","",2015-03-24,"","",0.00,100,2015-03-24 15:32,2015-03-26 17:32,"","","","","",false,dcms专辑变为可用状态的话自动发布；dcms专栏从ccms接收内容更新后自动发布。
3500,SiTV产品化系统（SiTV bug管理）,Feature,"",已关闭,中, imsp编排查询中可以增加一个手动执行入库操作。,刘 密,李 百峰,2015-05-06 18:06,"","",2015-03-24,"","",0.00,0,2015-03-24 15:32,2015-05-06 18:06,"","","","","",false, imsp编排查询中可以增加一个手动执行入库操作。
3499,SiTV产品化系统（SiTV bug管理）,Feature,"",已关闭,中,在多剧集内容列表页面新增一个按钮，导出多剧集中缺少的剧集。,刘 密,李 百峰,2015-06-15 13:55,"","",2015-03-24,"","",0.00,0,2015-03-24 15:31,2015-05-06 17:50,"","","","","",false,在多剧集内容列表页面新增一个按钮，导出多剧集中缺少的剧集。
3498,SiTV产品化系统（SiTV bug管理）,Bug,"",已关闭,中, dcms编排管理-栏目管理，点击修改报错。,刘 密,王 凯娜,2015-06-15 13:55,"","",2015-03-24,"","",0.00,100,2015-03-24 15:31,2015-03-26 17:35,"","","","","",false, dcms编排管理-栏目管理，点击修改报错。
3497,SiTV产品化系统（SiTV bug管理）,Bug,"",已关闭,中, imsp编排导出未入库节目取内容名称。,刘 密,王 凯娜,2015-06-15 13:55,"","",2015-03-24,"","",0.00,100,2015-03-24 15:31,2015-03-26 17:35,"","","","","",false, imsp编排导出未入库节目取内容名称。
3496,SiTV产品化系统（SiTV bug管理）,Bug,"",已关闭,中,待删除中去除节目存在在专栏中，并加入专辑进入待删除。,刘 密,王 凯娜,2015-05-06 20:38,"","",2015-03-24,"","",0.00,0,2015-03-24 15:30,2015-05-06 20:38,"","","","","",false,待删除中去除节目存在在专栏中，并加入专辑进入待删除。
3495,SiTV产品化系统（SiTV bug管理）,Bug,"",已关闭,中,高标替换多剧集会有问题，目前与杜玮老师讨论结果为当高清剧头可用时便替换标清剧集，无论高清剧头内多少剧集可用。,刘 密,王 凯娜,2015-05-06 20:38,"","",2015-03-24,"","",0.00,0,2015-03-24 15:30,2015-05-06 20:38,"","","","","",false,高标替换多剧集会有问题，目前与杜玮老师讨论结果为当高清剧头可用时便替换标清剧集，无论高清剧头内多少剧集可用。
3494,SiTV产品化系统（SiTV bug管理）,Feature,"",已关闭,中,驻地管理-打包审核和待打包页面驻地的查询条件可多选,刘 密,李 百峰,2015-05-06 17:56,"",V3.0,2015-03-24,"","",0.00,0,2015-03-24 15:29,2015-05-06 17:56,"","","","","",false,驻地管理-打包审核和待打包页面驻地的查询条件可多选
3493,SiTV产品化系统（SiTV bug管理）,Feature,"",已关闭,中, SP修改栏目属性，向下继承，高标清、ABC分类，可操作人员(在中央和驻地都要继承)。,刘 密,李 百峰,2015-05-06 20:38,"",V3.0,2015-03-24,"","",0.00,0,2015-03-24 15:29,2015-05-06 20:38,"","","","","",false, SP修改栏目属性，向下继承，高标清、ABC分类，可操作人员(在中央和驻地都要继承)。
3492,SiTV产品化系统（SiTV bug管理）,Feature,"",已关闭,中, 新增栏目及栏目关系导入功能。,刘 密,李 百峰,2015-05-06 20:38,"",V3.0,2015-03-24,"","",0.00,0,2015-03-24 15:28,2015-05-06 20:38,"","","","","",false, 新增栏目及栏目关系导入功能。
3491,SiTV产品化系统（SiTV bug管理）,Bug,"",已关闭,中,ccms编排管理-栏目管理，新增栏目删除功能,刘 密,王 凯娜,2015-05-06 17:54,"",V3.0,2015-03-24,"","",0.00,0,2015-03-24 15:28,2015-05-06 17:54,"","","","","",false,ccms编排管理-栏目管理，新增栏目删除功能
3490,SiTV产品化系统（SiTV bug管理）,Bug,"",已关闭,中,编排为待下线状态不下发工单。,刘 密,王 凯娜,2015-06-15 13:55,"",V3.0,2015-03-24,"","",0.00,100,2015-03-24 15:27,2015-03-26 15:40,"","","","","",false,编排为待下线状态不下发工单。
3489,SiTV产品化系统（SiTV bug管理）,Bug,"",已关闭,中,编排管理-栏目管理，中央栏目下发类型为推荐位，图片信息没有下发到驻地层,刘 密,王 凯娜,2015-05-06 17:54,"",V3.0,2015-03-24,"","",0.00,0,2015-03-24 15:27,2015-05-06 17:54,"","","","","",false,编排管理-栏目管理，中央栏目下发类型为推荐位，图片信息没有下发到驻地层
3488,SiTV产品化系统（SiTV bug管理）,Bug,"",已关闭,中, 编排二审毕后，再修改编排保存后，没有自动下发,刘 密,王 凯娜,2015-06-15 13:55,"",V3.0,2015-03-24,"","",0.00,100,2015-03-24 15:26,2015-03-26 15:41,"","","","","",false, 编排二审毕后，再修改编排保存后，没有自动下发
3484,SiTV产品化项目,Bug,"",已关闭,高,高清优先的栏目中编了多剧集，开始只有表情节目，现在ccms下发高清节目，在dcms中只将剧集替换成高清了，剧头没有被替换掉，导致编排中有两个剧头。,王 凯娜,张 晓波,2015-03-31 18:06,ccms-编排管理,dcms-V0.3,2015-03-24,"","",0.00,100,2015-03-24 11:05,2015-03-27 10:21,"","","","","",false,""
3483,SiTV产品化项目,Bug,"",已关闭,低,本地采集的内容生成的监控文件信息被ccms读取后，被写入ccms内容监控中与该内容名称不符。期望结果：本地采集的内容监控信息不应该在ccms中能读出来。,王 凯娜,沈 玮,2015-05-28 16:35,ccms-监控,新cCMS-现网版本2.0,2015-03-24,"","",0.00,100,2015-03-24 10:35,2015-05-26 09:33,"","","","","",false,""
3482,sitv产品化项目dcms,Feature,"",已关闭,中,新增一个本地采集管理导航菜单，主要功能是手动采集本地媒资(目前是只有江阴驻地使用),王 凯娜,张 晓波,2015-03-25 13:23,本地管理,dcms-V0.3,2015-03-24,"","",0.00,100,2015-03-24 10:01,2015-03-24 10:02,"","","","","",false,""
3481,sitv产品化项目dcms,Feature,"",新建,中,专辑自动清理(专辑同单多剧集一样可用后无编排的话可以进待删除),王 凯娜,张 晓波,2015-08-25 10:42,内容管理,dcms-V0.3,2015-03-24,"","",0.00,0,2015-03-24 09:55,2015-04-17 14:36,"","","","","",false,""
3480,sitv产品化项目dcms,Bug,"",已关闭,中,待删除的存储过程，如果一个节目在专栏里就不进待删除,王 凯娜,张 晓波,2015-04-13 14:56,内容管理,dcms-V0.2,2015-03-24,"","",0.00,100,2015-03-24 09:53,2015-04-13 10:41,"","","","","",false,""
3474,sitv产品化项目dcms,Feature,"",已关闭,中,IMSP编排查询中，导出专辑和专栏需要导出内容名称,王 凯娜,张 晓波,2015-06-15 13:54,编排管理,dcms-V0.2,2015-03-23,"","",0.00,100,2015-03-23 14:03,2015-03-23 14:16,"","","","","",false,""
3473,SiTV产品化项目,Feature,"",已关闭,中,ccms专辑和专栏下发的xml需要增加一个内容名称,王 凯娜,张 晓波,2015-05-13 15:27,ccms-编排管理,新cCMS-现网版本2.0,2015-03-23,"","",0.00,100,2015-03-23 14:02,2015-05-11 09:38,"","","","","",false,""
3471,SiTV产品化项目,Feature,"",已关闭,中,编排管理-内容编排：修改编排单的信息，点击保存后中央ccms自动下发到SP驻地层，SP驻地层自动下发到驻地,王 凯娜,张 晓波,2015-03-26 08:52,ccms-编排管理,新cCMS-现网版本2.0,2015-03-20,"","",0.00,100,2015-03-20 17:46,2015-03-25 11:03,"","","","","",false,""
3470,sitv产品化项目dcms,Bug,"",已关闭,中,本地管理-编目审核：实体文件和海报图片的ftp地址如果包含端口号在审核通过时会报错。,王 凯娜,张 晓波,2015-05-14 15:23,本地管理,dcms-V0.3,2015-03-20,"","",0.00,100,2015-03-20 17:00,2015-05-14 15:23,"","","","","",false,""
3468,SiTV产品化项目,Feature,"",新建,低,系统管理-操作日志记录更详细，能根据日志看出具体修改了哪些内容；具体需求需梳理。,王 凯娜,赖 凯云,2015-07-14 17:10,ccms-系统管理,新cCMS-现网版本2.0,2015-03-20,"","",0.00,0,2015-03-20 15:41,2015-07-08 19:00,"","","","","",false,"相关bug： Bug #1073

阿春列出 凯娜检查"
3467,sitv产品化项目dcms,Bug,"",已关闭,中,dcms编排管理-栏目管理，点击修改报错,王 凯娜,张 晓波,2015-03-25 15:57,编排管理,dcms-V0.2,2015-03-20,"","",0.00,100,2015-03-20 15:27,2015-03-25 15:42,"","","","","",false,"吴江和如皋后台报错：
2015-03-20 15:30:57.658 [http-8085-3] ERROR org.hibernate.util.JDBCExceptionReporter:78 - ORA-00942: 表或视图不存在
江阴能正常修改

!dcms编排管理-栏目修改报错.png!"
3466,SiTV产品化项目,Feature,"",打回,中,SP修改栏目属性，没有向下继承，高标清、ABC分类、可操作人员(在中央和驻地都要继承),王 凯娜,张 晓波,2015-04-17 14:36,ccms-编排管理,新cCMS-现网版本2.0,2015-03-20,"","",0.00,0,2015-03-20 15:23,2015-04-17 14:36,"","","","","",false,""
3465,SiTV产品化项目,Bug,"",已关闭,中,推荐位采集没有对图片进行处理,王 凯娜,张 晓波,2015-03-26 18:08,dcms-内容采集,"",2015-03-20,"","",0.00,100,2015-03-20 14:00,2015-03-20 14:00,"","","","","",false,""
3464,SiTV产品化项目,Bug,"",已关闭,中,编排管理-栏目管理，中央栏目下发类型为推荐位，图片信息没有下发到驻地层,王 凯娜,施 涛,2015-05-12 09:24,ccms-编排管理,新cCMS-现网版本2.0,2015-03-20,"","",0.00,100,2015-03-20 09:53,2015-05-06 14:05,"","","","","",false,""
3462,sitv产品化项目dcms,Bug,"",已关闭,中,IMSP文件传输调整优先级chrome浏览器不兼容,王 凯娜,张 晓波,2015-03-31 17:14,内容采集,dcms-V0.2,2015-03-19,"","",0.00,100,2015-03-19 16:24,2015-03-27 14:18,"","","","","",false,""
3460,sitv产品化项目dcms,Bug,"",已关闭,中,采集失败的任务，在IMSP采集还是显示的成功，后台日志有报错。,王 凯娜,张 晓波,2015-03-19 17:53,内容采集,dcms-V0.2,2015-03-19,"","",0.00,100,2015-03-19 13:41,2015-03-19 13:41,"","","","","",false,""
3458,SiTV产品化项目,Bug,"",已关闭,高,编排管理-中央编排，单集A的上线状态为‘待下线’，如果单集A没有往驻地B下发过，则在点击发布到驻地按钮时同时生成编排的分发任务和单集A的生产工单。,王 凯娜,张 晓波,2015-03-26 08:52,ccms-编排管理,新cCMS-现网版本2.0,2015-03-18,"","",0.00,100,2015-03-18 18:13,2015-03-25 09:48,"","","","","",false,之前如果单集A是待下线状态，在发布到驻地时只会生成编排单的分发任务，不会下发内容的。
3451,SiTV产品化项目,Feature,"",已关闭,中,展示管理-展示栏目，将一个展示栏目的子栏目删了以后再次发布该展示栏目，分发任务中将删除的属性也发下去，dcms采集到后也将该子栏目删除。,王 凯娜,张 晓波,2015-05-12 09:24,ccms-展示管理,新cCMS-现网版本2.0,2015-03-18,"","",0.00,100,2015-03-18 13:34,2015-05-06 10:08,"","","","","",false,""
3449,SiTV产品化项目,Bug,"",已关闭,中,在向多剧集中添加剧集时，读取剧集序号的逻辑需要改动,王 凯娜,施 涛,2015-05-21 09:16,ccms-内容管理,新cCMS-现网版本2.0,2015-03-18,"","",0.00,100,2015-03-18 09:29,2015-05-11 14:28,"","","","","",false,"1、内容管理-多剧集内容-剧集-添加剧集
2、内容管理-内容编目

解决方法：增加判断，当剧集序号=0时，给出提示：剧集序号不能为0"
3435,SiTV产品化项目,Feature,"",新建,高,编排管理-编排二审：发布到驻地过慢，需优化,王 凯娜,张 晓波,2015-07-08 19:01,ccms-编排管理,新cCMS-现网版本2.0,2015-03-17,2015-07-10,"",0.00,0,2015-03-17 14:16,"","","","","","",false,""
3434,sitv产品化项目dcms,Feature,"",已关闭,中,dcms专辑变为可用状态的话自动发布；dcms专栏从ccms接收内容更新后自动发布,王 凯娜,张 晓波,2015-03-25 13:24,内容管理,dcms-V0.2,2015-03-17,"","",0.00,100,2015-03-17 14:16,2015-03-24 15:09,"","","","","",false,"专辑
1、采集到专辑后，默认审核通过
2、dcms专辑中只有所添加的内容全部可用的情况下该专辑的状态才会变为可用
3、专辑状态变为可用后，就自动发布到EPG

专栏
1、从ccms采集到新的内容，专栏更新过后自动发布到EPG"
3433,sitv产品化项目dcms,Feature,"",已关闭,中,新老dcms同步节目可用状态从1小时缩短成20分钟,王 凯娜,张 晓波,2015-03-20 14:53,内容管理,dcms-V0.2,2015-03-17,"","",0.00,100,2015-03-17 14:15,2015-03-20 14:53,"","","","","",false,""
3432,SiTV产品化项目,Feature,"",已关闭,中,驻地管理-打包审核和待打包页面驻地的查询条件可多选,王 凯娜,张 晓波,2015-04-16 08:51,ccms-驻地管理,新cCMS-现网版本2.0,2015-03-17,"","",0.00,100,2015-03-17 14:14,2015-04-07 18:09,"","","","","",false,""
3431,SiTV产品化项目,Feature,"",已关闭,中,驻地管理-打包审核和待打包页面默认显示100条，并可选页数,王 凯娜,张 晓波,2015-07-08 18:31,ccms-驻地管理,新cCMS-现网版本2.0,2015-03-17,"","",0.00,0,2015-03-17 14:14,2015-03-25 15:51,"","","","","",false,""
3424,sitv产品化项目dcms,Feature,"",已关闭,中,IMSP编排导出，不导出已经失效的条目,王 凯娜,张 晓波,2015-03-25 17:43,编排管理,dcms-V0.2,2015-03-17,"","",0.00,100,2015-03-17 10:26,2015-03-25 16:23,"","","","","",false,""
3423,SiTV产品化项目,Bug,"",已关闭,中,专栏刷新详单的时候除了将新增内容下发外，也将专栏本身的信息也生成分发任务下发。之前只会下发新增的内容,王 凯娜,张 晓波,2015-03-19 08:50,ccms-内容管理,新cCMS-现网版本2.0,2015-03-16,"","",0.00,100,2015-03-16 18:09,2015-03-16 18:09,"","","","","",false,""
3422,SiTV产品化项目,Bug,"",已关闭,高,"单剧集内容列表页内容显示为ABC,在批量添加内容页-内容显示顺序是乱的（非ABC显示），编辑期望：批量添加内容页的顺序和单剧集内容列表页一致。",李 歆然,张 晓波,2015-03-19 08:50,ccms-编排管理,新cCMS-现网版本2.0,2015-03-16,"","",0.00,100,2015-03-16 17:56,2015-03-17 09:36,"","","","","",false,此问题，影响编辑们的编排效率，编辑们需要单个查询出内容-编排到栏目中。
3418,SiTV产品化项目,Feature,"",已关闭,最高,在专栏内容列表页面新增一个批量删除功能,王 凯娜,张 晓波,2015-04-08 08:45,ccms-内容管理,新cCMS-现网版本2.0,2015-03-16,"","",0.00,100,2015-03-16 14:50,2015-03-27 10:03,"","","","","",false,目前专栏的内容列表页面只能单个删除，编辑希望可以勾选多个后批量删除。
3417,SiTV产品化项目,Feature,"",已关闭,高,在专栏页面增加一个批量刷新新单的功能。,王 凯娜,张 晓波,2015-04-08 08:45,ccms-内容管理,新cCMS-现网版本2.0,2015-03-16,"","",0.00,100,2015-03-16 14:48,2015-04-01 16:25,"","","","","",false,"目前所知还没有批量功能的有：多剧集和专栏。
要求：可勾选多个，在页面右下角新增一个批量刷新详单的按钮"
3416,SiTV产品化项目,Bug,"",已关闭,中,专栏新增内容，默认序号为99 改为 默认序号为0,王 凯娜,张 晓波,2015-03-19 08:50,ccms-内容管理,新cCMS-现网版本2.0,2015-03-16,"","",0.00,100,2015-03-16 14:39,2015-03-16 14:53,"","","","","",false,之前曾将默认序号从0改为99（见Feature #2890），现在又要求改回去
3415,SiTV产品化项目,Bug,"",已关闭,高,编目的时候将某一集的显示名称做修改，在将该集编入专栏后，在专栏中该集的上线名称还是修改之前的名称,王 凯娜,张 晓波,2015-04-16 08:51,ccms-内容管理,新cCMS-现网版本2.0,2015-03-16,"","",0.00,100,2015-03-16 14:31,2015-04-08 09:23,"","","","","",false,""
3414,SiTV产品化项目,Feature,"",已关闭,中,老ccms发过来的生产工单，只去查找工单类型为“来自旧cCMS”去判断工单是否重复。,王 凯娜,张 晓波,2015-03-19 08:50,ccms-工单管理,新cCMS-现网版本2.0,2015-03-16,"","",0.00,100,2015-03-16 11:30,2015-03-17 17:48,"","","","","",false,"现象：同一条内容
1、新ccms已经生成了生产工单，不生产，状态为处理中
2、从老ccms发起该条内容的生产工单，需要生产，但是因为该条内容的生产工单已经存在了，所以就不再生成新的生产工单
这样就导致需要生产的内容没有生产，一直就卡在这里了。"
3409,SiTV产品化项目,Feature,"",已关闭,中,专辑模板增加名称：ccms下发专辑的时候，将专辑中所编排的内容的名称也下发，目前只是下发了code,王 凯娜,张 晓波,2015-03-19 08:50,ccms-驻地管理,新cCMS-现网版本2.0,2015-03-16,"","",0.00,100,2015-03-16 09:47,2015-03-16 09:47,"","","","","",false,""
3408,SiTV产品化项目,Feature,"",已关闭,中,ccms打包审核和待打包页面新增了查询条件‘打包类型’，类型：空包、注入、全部,王 凯娜,张 晓波,2015-03-16 09:19,ccms-驻地管理,新cCMS-现网版本2.0,2015-03-16,"","",0.00,100,2015-03-16 09:19,2015-03-16 09:19,"","","","","",false,""
3406,SiTV产品化项目,Feature,"",已关闭,中,ccms打包审核和待打包页面新增了显示编排的列，能够看出该打包任务由哪些编排单触发生成的。,王 凯娜,张 晓波,2015-03-16 09:13,ccms-驻地管理,新cCMS-现网版本2.0,2015-03-16,"","",0.00,100,2015-03-16 09:13,2015-03-16 09:13,"","","","","",false,""
3383,sitv产品化项目dcms,Feature,"",已关闭,中,dcms的IMSP编排查询页面新增一个导出专辑和专栏缺失的节目的按钮,王 凯娜,张 晓波,2015-03-19 13:52,编排管理,dcms-V0.2,2015-03-11,"","",0.00,100,2015-03-11 14:34,2015-03-12 16:54,"","","","","",false,""
3382,sitv产品化项目dcms,Feature,"",已关闭,中,dcms的IMSP编排导出，去掉推荐位的编排,王 凯娜,张 晓波,2015-03-31 17:08,编排管理,dcms-V0.2,2015-03-11,"","",0.00,100,2015-03-11 14:32,2015-03-11 17:36,"","","","","",false,""
3361,SiTV产品化项目,Bug,"",已关闭,中,ccms中内容反查编排，还能显示已经被删除的编排信息。期望结果：已被删除的要过滤掉不显示,王 凯娜,施 涛,2015-03-19 08:50,ccms-内容管理,新cCMS-现网版本2.0,2015-03-11,"","",0.00,100,2015-03-11 11:02,2015-03-11 11:02,"","","","","",false,""
3340,sitv产品化项目dcms,Feature,"",已关闭,中,imsp编排查询手动执行入库操作,王 凯娜,张 晓波,2015-05-13 18:28,编排管理,dcms-V0.3,2015-03-06,"","",0.00,100,2015-03-06 15:37,2015-04-19 16:37,"","","","","",false,""
3339,sitv产品化项目dcms,Feature,"",已关闭,中,dcms中IMSP内容编排增加删除功能,王 凯娜,张 晓波,2015-03-25 18:02,编排管理,dcms-V0.2,2015-03-06,"","",0.00,100,2015-03-06 15:33,2015-03-11 17:35,"","","","","",false,""
3331,SiTV产品化项目,Bug,"",已关闭,中,ccms监控，从老ccms生成一批数据在m_program文件里边，内容code为null，节目code为老ccms中的content表的code。在新ccms读取数据的时候将这些数据写入到不同的内容中。,王 凯娜,王 凯娜,2015-05-25 17:47,ccms-监控,新cCMS-现网版本2.0,2015-03-06,"","",0.00,100,2015-03-06 11:18,2015-05-25 17:47,"","","","","",false,""
3327,SiTV产品化项目,Feature,"",已关闭,中,ffmpeg获取媒资文件分辨率值，入库页面添加分辨率错误提示,王 凯娜,张 晓波,2015-03-19 08:50,ccms-节目管理,新cCMS-现网版本2.0,2015-03-05,"","",0.00,100,2015-03-05 16:40,2015-03-11 09:40,"","","","","",false,"在系统入库时候，有需要检测下高标清节目的分辨率是否正确，即：
高清入库，L格式，分辨率为1920*1080，否则报警；
标清入库，M格式，分辨率为720*576，否则报警；"
3326,SiTV产品化项目,Bug,"",已关闭,高,ccms驻地管理，打空包时只生成了内容的xml文件。期望结果：同时生成ADI的xml文件。,王 凯娜,张 晓波,2015-07-08 18:31,ccms-驻地管理,新cCMS-现网版本2.0,2015-03-05,"","",0.00,0,2015-03-05 16:08,2015-05-11 09:36,"","","","","",false,""
3323,SiTV产品化项目,Bug,"",已关闭,中,ccms编排管理-编排二审页面，新增一个DCMS重发按钮，重新生成编排单的分发任务，只将编排单的信息下发驻地,王 凯娜,张 晓波,2015-03-19 08:50,ccms-编排管理,新cCMS-现网版本2.0,2015-03-04,"","",0.00,100,2015-03-04 16:59,2015-03-05 17:28,"","","","","",false,""
3314,sitv产品化项目dcms,Bug,"",已关闭,中,dcms栏目删除时报500错误,王 凯娜,张 晓波,2015-03-25 13:27,编排管理,dcms-V0.2,2015-03-04,"","",0.00,100,2015-03-04 10:35,2015-03-04 17:54,"","","","","",false,""
3313,SiTV产品化项目,Bug,"",已关闭,中,编排管理-栏目管理，下发栏目的时候状态为失效的栏目被下发到驻地了。期望结果：不下发失效的栏目,王 凯娜,张 晓波,2015-03-19 08:50,ccms-编排管理,新cCMS-现网版本2.0,2015-03-04,"","",0.00,100,2015-03-04 10:33,2015-03-05 17:29,"","","","","",false,""
3310,sitv产品化项目dcms,Bug,"",已关闭,中,dcms内容采集，如果采集到的xml中没有文件或者图片信息，则imsp中采集任务的状态就停留在开始采集，不往下进行了。,王 凯娜,张 晓波,2015-03-25 13:25,内容采集,dcms-V0.2,2015-03-03,"","",0.00,100,2015-03-03 18:10,2015-03-04 10:13,"","","","","",false,""
3305,sitv产品化项目dcms,Feature,"",已关闭,中,dcms可以实现本地化录入,王 凯娜,张 晓波,2015-03-25 18:02,内容管理,dcms-V0.2,2015-03-03,"","",0.00,100,2015-03-03 14:40,2015-03-20 10:01,"","","","","",false,""
3301,SiTV产品化项目,Feature,"",已关闭,中,分发栏目的时候 自动把栏目和驻地的关系保存起来,王 凯娜,张 晓波,2015-03-05 09:10,ccms-编排管理,新cCMS-现网版本2.0,2015-03-03,"","",0.00,100,2015-03-03 11:00,2015-03-03 14:15,"","","","","",false,编排管理-栏目管理-栏目发布：弹出一个选择驻地的页面，将所选的驻地和栏目的关系保存起来。
3300,SiTV产品化项目,Feature,"",已关闭,中,“发布到驻地” 要可以做级联发布,王 凯娜,张 晓波,2015-03-05 09:10,ccms-编排管理,新cCMS-现网版本2.0,2015-03-03,"","",0.00,100,2015-03-03 10:57,2015-03-03 14:38,"","","","","",false,""
3299,SiTV产品化项目,Feature,"",已关闭,中,编排页面 “发布到驻地” 只显示该栏目已下发的驻地,王 凯娜,张 晓波,2015-03-03 13:49,ccms-编排管理,新cCMS-现网版本2.0,2015-03-03,"","",0.00,100,2015-03-03 10:57,2015-03-03 11:08,"","","","","",false,""
3297,SiTV产品化项目,Feature,"",已关闭,中,ccms的编排管理的多剧集上加一个功能，查看多剧集的编排单是能现显示该多剧集下都有哪些剧集,王 凯娜,张 晓波,2015-03-19 08:50,ccms-内容管理,新cCMS-现网版本2.0,2015-03-03,"","",0.00,100,2015-03-03 10:50,2015-03-16 14:41,"","","","","",false,"如下图中老ccms的该功能

!查看多剧集编排单.jpg!"
3296,sitv产品化项目dcms,Feature,"",已关闭,中,系统管理中增加一个驻地名称的配置项，显示在页面左上角sitv标志后边,王 凯娜,张 晓波,2015-03-25 13:39,系统管理,dcms-V0.2,2015-03-03,"","",0.00,100,2015-03-03 09:36,2015-03-03 16:18,"","","","","",false,""
3293,SiTV产品化项目,Feature,"",已关闭,中,ccms编排管理-栏目管理，隐藏/显示功能,王 凯娜,张 晓波,2015-08-06 10:50,ccms-编排管理,新cCMS-现网版本2.0,2015-03-02,"","",0.00,100,2015-03-02 16:17,2015-07-17 11:04,"","","","","",false,""
3292,SiTV产品化项目,Feature,"",已关闭,中,百视通的内容采集后，不进行转码，需新增一个ts格式,王 凯娜,张 晓波,2015-07-08 18:32,ccms-内容采集,新cCMS-现网版本2.0,2015-03-02,"","",0.00,0,2015-03-02 16:06,2015-05-08 16:46,"","","","","",false,""
3288,SiTV产品化项目,Bug,"",已关闭,中,ccms多剧集内容：新建剧头的时候点击保存按钮，页面没有反应，根据页面调试初步判断commons.js文件中有错,王 凯娜,施 涛,2015-03-02 11:17,ccms-内容管理,新cCMS-现网版本2.0,2015-03-02,"","",0.00,100,2015-03-02 10:44,2015-03-02 11:10,"","","","","",false,""
3285,SiTV产品化项目,Feature,"",已关闭,高,内容差异化分发机制修改,李 百峰,张 晓波,2015-03-05 09:10,ccms-编排管理,新cCMS-现网版本2.0,2015-03-02,"","",0.00,100,2015-02-28 17:28,2015-03-02 13:43,"","","","","",false,"目前对于节目中设置分类：A，B，C三档，驻地配置不同的分类来实现差异化分发，节目部提出，针对不同驻地，需要在驻地的栏目上设置不同的分类（可以复选），实现内容的差异化分发。

具体测了以下几种：
1、内容分类为A类/驻地栏目的内容分类为A类/驻地无分类-----可以复制    √
2、内容分类为A类/驻地栏目的内容分类为无/驻地无分类-----可以复制       √
3、内容分类为A类/驻地栏目的内容分类为A类/驻地 B分类-----可以复制     √
4、内容分类为A类/驻地栏目的内容分类为B类/驻地无分类-----不能复制     √
5、内容分类为A类/驻地栏目的内容分类为B类/驻地 B分类-----不能复制      √
6、内容分类为A类/驻地栏目的内容分类为无/驻地 A分类-----可以复制        √
7、内容分类为A类/驻地栏目的内容分类为无/驻地 B分类-----不能复制         √
8、内容分类为A类/驻地栏目的内容分类为A、B/驻地 B分类-----可以复制    √
9、内容分类为A类/驻地栏目的内容分类为A、B/驻地 C分类-----可以复制     √
10、内容分类为A类/驻地栏目的内容分类为A、B/驻地无分类-----可以复制    √
11、内容分类为A类/驻地栏目的内容分类为B、C/驻地无分类-----不能复制     √"
3269,SiTV产品化项目,Bug,"",已关闭,中,打包任务列表中打包失败不能重新再打包,王 凯娜,张 晓波,2015-05-11 18:43,ccms-驻地管理,新cCMS-现网版本2.0,2015-02-27,"","",0.00,100,2015-02-27 15:06,2015-05-11 18:43,"","","","","",false,例如：有些任务因为md5没有生成而打包失败，当把md5码刷新后，就没有办法直接重新打包了。
3268,SiTV产品化项目,Bug,"",已关闭,中,编排管理-批量添加的时候，被批量选择的内容有多个不同的分发内容分类时，页面下边默认的A类内容会将已存在的值覆盖为A类内容。,王 凯娜,张 晓波,2015-03-19 08:50,ccms-编排管理,新cCMS-现网版本2.0,2015-02-27,"","",0.00,100,2015-02-27 14:48,2015-03-11 11:08,"","","","","",false,"解决方法：
1、在批量添加的页面增加一个按照分发内容分类的查询条件：A/B/C/无分类
2、在批量添加的页面增加一列显示内容分类并且可以修改
3、将页面下方的选择分发内容分类改为非必填的"
